Name,Fighter ID,Record,Height (feet/inches),Weight (pounds),Reach (inches),Stance,Year born,Significant strikes landed per minute,Significant striking accuracy (%),Significant strikes absorbed per minute,Significant strike defense (% of opponent's strikes that did not land),Average takedowns landed per 15 minutes,Takedown accuracy (%),Takedown defense (%),Average submissions attempted per 15 minutes 
JW Wright,2a0b19a96f848eff,Record: 1-0-0,,130,,,1976,0.0,0,0.0,0,0.0,0,0,0.0
Chris Wright,7182146226dabe22,Record: 5-1-1,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Justin Wren,e78f601035d677f2,Record: 11-2-0,6.2,265,,Orthodox,1987,3.43,35,2.07,64,0.0,0,100,0.0
Eric Wray,eb6edce3028f05c0,Record: 5-1-0,6.0,170,,Orthodox,,1.76,48,3.12,28,4.07,66,0,2.0
Hunter Worsham,8fb808fc2e145bd6,Record: 4-2-0,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Cal Worsham,de3ed2e152520c8d,Record: 11-10-0,5.11,230,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Salvador Woods,8de471543d9c933e,Record: 5-10-0,5.11,170,,,1985,0.0,0,0.0,0,0.0,0,0,0.0
Brandon Wolff,aa79d5399571068e,Record: 7-5-0,5.9,170,,Orthodox,1975,0.47,33,10.91,19,0.0,0,0,0.0
Tyron Woodley,effd9de9937996f8,Record: 18-3-1,5.9,170,74,Orthodox,1982,2.48,47,2.35,61,1.4,45,94,0.5
Xue Do Won,daa89f01e1c0f42a,Record: 0-1-0,5.7,165,,,,0.0,0,0.0,0,0.0,0,0,0.0
Travis Wiuff,7f9f528cb72a6ed1,Record: 64-14-0 (1 NC),6.3,205,,Orthodox,1978,0.48,30,4.03,41,4.84,57,44,1.2
Ray Wizard,ea0ad155451ed1f5,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Keith Wisniewski,cd12227edd3f134b,Record: 28-13-1,6.0,170,75,Orthodox,1981,2.32,52,4.86,42,1.57,40,78,0.3
Andre Winner,b45d6b73f4ca4467,Record: 13-6-1,5.11,155,73,Orthodox,1981,2.52,33,4.57,51,0.0,0,74,0.0
Eric Wisely,53f84637dfffab7a,Record: 19-8-1,5.8,145,,Southpaw,1984,1.42,47,2.08,56,0.0,0,27,0.9
Eddie Wineland,fc9a9559a05f2704,Record: 23-12-1,5.7,135,69,Orthodox,1984,3.21,28,3.4,70,0.32,33,85,0.2
Jonathan Wilson,cd01f0b768a32475,Record: 7-3-0,6.2,205,75,Southpaw,1987,2.92,48,5.65,56,0.37,100,80,0.0
Chris Wilson,a56607a451e4c70d,Record: 16-8-0 (1 NC),6.1,170,75,Orthodox,1977,2.32,50,1.36,55,1.31,50,60,1.6
Matt Wiman,eb29176b03dfa888,Record: 16-7-0,5.1,155,68,Orthodox,1983,3.51,50,3.24,54,2.41,38,63,1.8
Sean Wilson,b8e6393c39cb9740,Record: 36-29-0,5.8,145,,,1982,1.01,31,5.88,62,0.0,0,0,0.0
Karl Willis,95883dbdab4fcf0f,Record: 0-4-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Justin Willis,ce1e867808ef5fce,Record: 6-1-0,6.1,264,78,Southpaw,1987,4.22,54,2.91,66,2.56,75,0,0.0
Tim Williams,990bd63726a577f8,Record: 15-4-0,6.2,185,76,Orthodox,1986,4.21,44,8.95,22,0.0,0,0,0.0
Patrick Williams,39330403ad27c2bb,Record: 8-5-0,5.8,135,73,Orthodox,1981,4.17,47,4.33,44,4.72,57,100,1.2
Rubin Williams,6f812143641ceff8,Record: 0-1-0,6.1,185,,Orthodox,1976,0.0,0,1.39,60,0.0,0,0,0.0
Carter Williams,b8e2f10efb6eca85,Record: 4-4-0,6.1,265,,Orthodox,,1.55,36,2.32,58,2.9,33,100,0.0
James Wilks,852454c572675334,Record: 7-4-0,6.1,170,75,Orthodox,1978,1.82,45,2.03,50,1.27,22,66,3.8
Pete Williams,6291ac0a3726732f,Record: 12-6-0,6.3,235,,Orthodox,1975,0.61,62,2.77,40,1.84,40,16,0.9
Tedd Williams,b63e800c18e011b5,Record: 7-1-0,6.1,275,,Orthodox,1969,0.0,0,0.0,0,0.0,0,0,0.0
Aaron Wilkinson,338a11d3674eb2d4,Record: 7-5-0,5.1,155,,,1987,0.0,0,0.0,100,7.32,100,0,0.0
Rob Wilkinson,826475cc758e60e6,Record: 11-2-0,6.3,185,80,Orthodox,1992,2.74,50,5.66,39,4.47,25,0,0.0
Mike Wilkinson,cfaf010d5b389c09,Record: 9-2-0,5.7,145,68,,1987,2.35,38,3.7,35,0.92,14,55,0.9
Justin Wilcox,4a482a0100cfcd0a,Record: 11-6-0 (1 NC),5.6,155,,Orthodox,1979,3.82,28,2.63,71,1.43,16,100,0.0
Orlando Wiet,a6c2f5381d575920,Record: 1-5-0,5.1,170,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Joe Wilk,781014fb7e8e647a,Record: 12-8-0,5.9,145,,,1982,1.0,54,2.0,72,0.0,0,0,0.0
Jonathan Wiezorek,60884f31ead1609c,Record: 11-2-0,6.3,250,,Southpaw,1978,1.27,58,5.47,31,1.91,20,0,0.0
Robert Whittaker,e1147d3d2dabe1ce,Record: 20-4-0,6.0,185,73,Orthodox,1990,4.77,41,3.5,62,0.44,66,86,0.0
Adam Wieczorek,efa1f6b42c86793c,Record: 9-1-0,6.5,250,81,Orthodox,1992,2.8,44,2.13,43,0.0,0,77,0.0
Mitch Whitesel,b6debbda44d4a5a0,Record: 16-20-0 (1 NC),5.9,185,,,1981,0.0,0,0.0,0,0.0,0,0,0.0
Garett Whiteley,129537073431e52e,Record: 8-3-0,6.0,155,72,Orthodox,1980,3.72,48,4.04,46,0.0,0,27,0.9
Emily Whitmire,b3d21b2610dcfaeb,Record: 2-2-0,5.5,125,63,,1991,4.09,60,0.91,66,0.0,0,0,0.0
Vernon White,12458872d6afae1b,Record: 26-33-2,6.0,205,,Southpaw,1971,2.11,38,2.2,54,0.88,28,44,0.0
Coty Wheeler,e57f0b06ea39e360,Record: 14-4-0,5.6,135,67,Orthodox,1978,1.88,22,3.16,59,0.87,37,33,2.6
Mike Whitehead,22d1e00e1aabb7c9,Record: 27-7-0,6.1,205,,Orthodox,1981,1.62,33,2.36,59,3.59,43,77,0.3
Sheldon Westcott,ec2d13a87d3d9541,Record: 10-3-1,6.1,170,71,Southpaw,1984,2.26,40,3.73,37,3.23,37,14,0.0
Rob Whiteford,1dafccb62a0f98ec,Record: 12-4-0,5.9,145,69,Southpaw,1983,2.33,46,1.99,62,1.9,30,45,0.0
Mike Wessel,b51841e7c594090d,Record: 10-4-0,6.0,260,,Orthodox,1977,1.82,56,6.43,22,6.29,50,0,0.0
Steve White,d181689653115b6a,Record: 1-4-0,5.11,175,,,,0.0,0,0.0,0,0.0,0,0,0.0
Aaron Wetherspoon,1ce7998e0a215caa,Record: 8-4-0 (1 NC),,170,,,,2.27,32,4.33,45,0.0,0,77,0.0
Dustin West,5f5763b3a4de8dd4,Record: 4-4-0,5.11,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Chris Weidman,3a8176e15b9887c1,Record: 14-3-0,6.2,185,78,Orthodox,1984,2.95,44,2.99,52,4.01,51,73,1.1
Royston Wee,b9c03e7a4557e542,Record: 4-1-0,5.7,135,67,Orthodox,1986,1.1,60,2.45,49,3.38,81,0,0.0
Fabricio Werdum,492b202d2064e7a9,Record: 23-7-1,6.4,231,77,Orthodox,1977,3.65,51,2.43,57,1.59,30,33,1.2
Christian Wellisch,f1b2a4365799c48b,Record: 8-5-0,6.2,234,77,Orthodox,1975,3.12,27,3.04,56,1.22,42,45,1.2
Daniel Weichel,7b9dade6bedaabbe,Record: 39-9-0,5.1,145,70,,1984,5.71,42,4.05,61,0.84,50,83,0.0
Enrique Watson,a99d4aa689bdca18,Record: 3-1-0,,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Emil Meek,103b06d8707895a9,Record: 9-3-1 (1 NC),5.11,170,74,Switch,1988,2.67,40,2.8,33,0.5,50,54,1.5
Walel Watson,92aafa8f4b26269b,Record: 9-5-0,5.11,135,69,Orthodox,1984,2.1,29,3.79,43,0.0,0,61,1.4
Stephanie Webber,d44a84409bf0da64,Record: 1-2-0,5.6,135,,,,0.91,80,3.85,15,6.79,40,0,0.0
Kyle Watson,d7b2c0b53883ee80,Record: 13-7-1,6.0,155,,,1979,3.67,35,3.25,62,0.0,0,100,0.0
Jonavin Webb,f40ec51dd4de47c3,Record: 8-2-0 (1 NC),5.1,170,71,Orthodox,1989,1.47,30,2.27,64,2.5,31,40,1.0
Tom Watson,6809c31286b08d97,Record: 17-9-0,6.1,185,73,Orthodox,1982,4.01,44,4.41,50,0.15,7,43,0.0
Sam Watford,1836639ecf9b6e7f,Record: 2-2-0,,155,,,,0.13,18,0.73,62,2.0,40,60,1.0
Dominic Waters,2de91c2244ad7e89,Record: 9-5-0,6.1,170,79,Orthodox,1989,0.48,23,2.53,39,4.07,52,28,0.0
Maka Watson,a31dfd9e8b2dc6ca,Record: 4-2-0,,155,,,1984,0.93,37,1.6,22,2.0,100,33,0.0
Blake Watkins,117580b232409824,Record: 5-1-0,,185,,,,5.45,62,7.64,61,0.0,0,0,0.0
Ron Waterman,efaf544314bb5c2e,Record: 16-6-2,6.2,280,,Orthodox,1965,0.84,50,1.37,42,4.19,69,50,2.8
Michelle Waterson,eb04b9d31e938edb,Record: 14-6-0,5.3,115,62,Orthodox,1986,2.93,57,2.97,49,2.6,90,54,2.1
Idris Wasi,8a19676a3388845a,Record: 2-14-0,6.0,186,,,1989,0.4,31,3.53,46,0.0,0,20,0.0
Andy Waters,103e2e67919379c5,Record: 1-2-0,6.0,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Joe Warren,c0c1bc0766df4c00,Record: 7-3-0,5.6,135,,Orthodox,1976,2.15,46,2.39,52,6.14,46,60,0.0
Charlie Ward,e81dd0bb8a64b550,Record: 3-3-0,5.11,170,73,Orthodox,1980,1.64,19,7.21,53,0.0,0,0,0.0
Kazuhisa Watanabe,951ffadfc4e917ea,Record: 0-1-0,5.6,139,,,1983,0.62,50,0.94,0,0.0,0,14,0.0
Merritt Warren,1e47dba648ea438c,Record: 3-3-0,5.1,155,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Brennan Ward,67cd6495280b0a57,Record: 14-5-0,5.1,170,71,,1988,7.2,60,2.76,52,0.0,0,100,3.6
An Ying Wang,69e8c632135af48b,Record: 2-2-0,6.0,170,,Orthodox,1991,1.32,26,1.63,44,0.0,0,33,0.0
Curt Warburton,2721bb808bb2523c,Record: 7-3-0,6.0,155,73,Orthodox,,2.13,42,3.44,43,2.35,50,83,0.9
Sai Wang,efb9a43415a56d34,Record: 8-5-1,6.0,170,72,Southpaw,1986,3.17,46,2.27,53,0.0,0,77,0.0
Dimitiri Wanderley,a1d6b308781aa2f5,Record: 5-2-0,,205,,Orthodox,,0.92,25,4.31,30,1.16,20,0,0.0
Andy Wang,476414d2f18cd059,Record: 7-8-1 (1 NC),5.6,155,,Orthodox,1977,3.43,36,10.29,62,0.0,0,0,0.0
Erick Wanderlei,d57e6a8971b6d2bd,Record: 3-3-0,6.1,205,,Orthodox,,0.63,41,2.66,40,3.8,66,0,1.9
Patrick Walsh,b4c96c3d9139bf0e,Record: 5-3-0,5.11,185,71,,1988,2.03,19,2.83,64,3.0,54,100,1.5
Cory Walmsley,83c6c3e0f8bde8ee,Record: 8-2-0,6.0,205,,Orthodox,,0.79,100,1.18,50,0.0,0,0,0.0
Richard Walsh,303a05a7aa3ff761,Record: 9-6-0,6.0,170,73,,1988,3.84,46,2.72,58,1.55,40,66,0.2
Randall Wallace,95cf6be9071e68b0,Record: 15-6-0,5.11,185,73,Orthodox,1989,1.13,38,4.11,45,2.13,50,0,0.0
Jimmy Wallhead,0c670b443c3d269f,Record: 29-11-0,5.1,170,73,Orthodox,1984,3.19,26,6.65,49,0.0,0,100,0.0
Jeremy Wallace,b87c3f460709f74c,Record: 4-5-0,5.9,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Rodney Wallace,b9415726dc3ec526,Record: 11-4-1,5.9,205,72,Switch,1981,1.13,46,3.44,45,6.0,54,28,1.0
Crafton Wallace,bf41b5131545da12,Record: 18-6-1,6.0,185,,Orthodox,1975,1.55,44,2.36,47,0.0,0,42,0.0
Ben Wall,1ad381c8994c4e5b,Record: 7-2-1,5.1,155,73,Orthodox,1989,1.47,29,8.53,29,0.0,0,100,0.0
Donny Walker,e6147d5ab3685899,Record: 15-8-0,5.9,135,,,1980,1.81,37,3.85,46,0.0,0,57,1.7
Herschel Walker,bd92e38aef641673,Record: 2-0-0,6.1,215,,Orthodox,1962,3.42,67,0.45,46,1.94,100,100,0.0
Andre Walker,18944a1a6ac1becf,Record: 1-5-0,5.11,205,,Southpaw,,2.28,31,4.36,34,0.0,0,0,0.0
Chase Waldon,aeb6c57b9bd8bc3a,Record: 11-2-0,6.1,185,75,Orthodox,1986,1.03,28,6.72,38,7.76,33,0,0.0
TJ Waldburger,8f2939f5fd9cca1e,Record: 16-9-0,5.11,170,75,Orthodox,1988,2.02,51,2.39,40,3.03,46,40,4.8
Neil Wain,6b7bc7eaf2465387,Record: 10-3-0,5.1,242,,Orthodox,,2.64,50,8.57,43,0.0,0,50,0.0
Chris Wade,c8097968da5e5f13,Record: 12-3-0,5.1,155,70,Orthodox,1987,1.7,53,1.75,51,2.6,51,55,1.1
James Wade,6291decf7f3b6608,Record: 4-10-0,5.1,205,,,,0.0,0,0.0,0,0.0,0,0,0.0
Virgil Zwicker,0c277f3ff66b0208,Record: 14-4-1,6.2,205,74,,1982,3.34,48,4.87,39,1.31,30,50,0.0
George Zuniga,1291dd6b8ab4d952,Record: 3-1-0,5.9,185,,,,7.64,38,5.45,37,0.0,0,100,0.0
Alex Zuniga,02d808afb96669de,Record: 4-3-0,,145,,,,0.0,0,0.0,0,0.0,0,0,0.0
Dave Zitanick,be124bdd60fab7d5,Record: 5-7-0 (1 NC),,170,,,1980,0.0,0,0.0,0,0.0,0,0,0.0
Igor Zinoviev,108afe61a26bcbf4,Record: 4-1-2,6.1,199,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Cat Zingano,3ecd936bd8814108,Record: 9-3-0,5.6,135,68,Southpaw,1982,2.66,62,1.8,42,1.93,70,42,1.1
James Zikic,4b4fc3ddc307bc73,Record: 20-8-2,6.2,205,,Orthodox,1977,1.47,35,1.6,44,0.5,25,74,0.5
Errol Zimmerman,0aa74d04c196800c,Record: 0-1-0,6.3,185,,Orthodox,1986,2.95,42,0.0,0,0.0,0,0,0.0
Mike Zichelle,6d3398b910461f2f,Record: 8-4-0,,205,,,,0.87,35,0.87,40,0.0,0,0,2.0
Tiequan Zhang,c23e3d4875340d8d,Record: 18-4-0,5.8,155,70,Orthodox,1978,1.23,36,2.14,51,1.95,58,75,3.4
Yao Zhikui,5ea918ea81b7dee2,Record: 2-5-0,5.5,125,64,Orthodox,1991,1.44,21,2.82,48,0.66,16,58,0.0
Roman Zentsov,3144121470023e9a,Record: 18-13-0,6.1,230,,Orthodox,1973,1.18,36,0.53,70,1.6,100,33,3.2
Carlos Zevallos,cbf69fa846c7e3ee,Record: 1-1-0,6.0,205,,Orthodox,,4.36,65,2.28,68,0.0,0,100,0.0
Marius Zaromskis,abcf7e55a0a9ed89,Record: 15-7-0 (1 NC),5.9,170,,Orthodox,1980,5.02,34,5.93,50,0.73,42,73,0.0
Craig Zellner,3794e5e0bb0defb6,Record: 4-3-0,6.2,205,,Orthodox,1976,0.61,9,4.65,61,0.0,0,0,0.0
Roger Zapata,fe5ca7ef93c3f6a7,Record: 4-3-0,5.11,170,74,Southpaw,1986,2.6,51,2.13,36,0.0,0,81,1.4
Elizeu Zaleski dos Santos,8adcbd525fab8d9b,Record: 18-5-0,5.11,170,73,Orthodox,1986,4.52,41,3.11,62,0.41,11,40,0.6
Aiemann Zahabi,24656ef4d605c96f,Record: 7-1-0,5.8,135,68,Orthodox,1987,3.34,41,3.93,62,0.0,0,72,0.0
Anton Zafir,8c822811eedc11ad,Record: 7-3-0,5.11,170,72,Orthodox,1987,2.99,64,2.31,52,6.11,60,0,0.0
Luke Zachrich,2284092f8b63273b,Record: 14-4-0,6.2,185,74,Orthodox,1981,4.56,32,4.46,62,0.74,33,80,0.0
Yasuhiro Urushitani,c34e5849184b08c3,Record: 19-6-6,5.5,125,,Southpaw,1976,3.47,39,4.71,65,0.0,0,80,0.0
Nick Urso,e78c4c3d329c531b,Record: 10-3-0 (1 NC),5.6,125,66,Southpaw,1985,3.61,45,5.06,36,0.0,0,0,0.0
Elias Urbina,47fcdcaccb58ca80,Record: 3-1-0,6.3,185,77,Southpaw,1993,3.85,37,6.17,50,0.0,0,0,0.0
Hector Urbina,4b8fb0453a596b8e,Record: 25-10-1,5.11,170,73,Orthodox,1987,0.97,38,2.44,39,0.0,0,38,3.8
Jeremy Umphries,4793a2d90f5ab8ae,Record: 5-2-0,,160,,,,0.0,0,0.0,0,0.0,0,0,0.0
Kengo Ura,58258914525740a5,Record: 10-8-2,5.9,165,,,1981,1.05,37,2.38,48,2.85,28,50,1.4
Andy Uhrich,4a1a492f299581d9,Record: 6-3-0,6.0,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Zach Underwood,1e310618d02ff93b,Record: 8-4-0,6.2,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Ryuki Ueyama,bcd124bcd3d5be46,Record: 11-13-5 (1 NC),5.11,180,,Southpaw,1976,0.13,21,1.4,46,0.5,100,0,1.5
Caol Uno,eb1723480fa2f96c,Record: 26-15-5,5.7,155,70,Southpaw,1975,1.91,49,1.9,50,1.95,31,37,0.5
Alberto Uda,8f2deefe8c5dfb5d,Record: 9-2-0,6.3,185,77,Orthodox,1984,1.79,52,3.49,45,2.83,50,66,0.0
Gasan Umalatov,7a39bbac8cc0fa70,Record: 15-5-1,5.11,170,71,Orthodox,1982,2.23,39,4.1,59,0.75,17,90,0.0
Christian Uflacker,10ccf4ec9913cadc,Record: 3-0-0,5.11,170,,,1985,0.0,0,0.0,0,0.0,0,0,0.0
Leo Sylvest,58a36b4ccf5dc30e,Record: 10-26-0,5.11,205,,Orthodox,1973,0.0,0,6.58,27,0.0,0,0,0.0
Floyd Sword,5330fe7e4c3af81c,Record: 12-3-0,6.0,185,,Orthodox,1976,0.78,42,1.57,40,0.0,0,33,0.0
Tony Sylvester,87b7df65c30008c4,Record: 11-3-0,6.1,225,,Southpaw,1978,0.0,0,10.12,12,0.0,0,0,0.0
Bentley Syler,abd2109bc4cb0291,Record: 5-1-0,5.4,125,68,Orthodox,1982,1.3,18,1.73,79,0.0,0,75,0.0
Cub Swanson,d247691a6c0e9034,Record: 25-8-0,5.8,145,70,Orthodox,1983,4.21,50,3.23,62,1.25,52,57,0.6
Joel Sutton,a6a9ab5a824e8f66,Record: 2-4-1,5.11,205,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Aji Susilo,22af3546bd967280,Record: 6-4-0,5.1,155,,,,0.0,0,0.0,0,0.0,0,0,0.0
Mike Swick,9fe85152f351e737,Record: 15-6-0,6.1,170,77,Orthodox,1979,2.36,37,2.29,54,1.06,50,61,0.6
Martin Svensson,bcad7223af3c19da,Record: 14-6-0,6.1,155,72,,1985,2.02,38,5.91,38,0.0,0,0,0.0
Jason Suttie,cc5834a495d1ea08,Record: 0-1-0,6.0,210,,Orthodox,1973,2.07,83,4.97,36,0.0,0,0,0.0
Amar Suloev,7aa88401f93ce836,Record: 24-7-0,5.9,183,,Orthodox,1976,1.98,37,2.19,70,0.27,100,88,0.3
Magomed Sultanakhmedov,fe1fdc6be470f773,Record: 16-5-0,6.2,185,,Southpaw,,0.0,0,2.4,42,9.0,100,0,9.0
Naho Sugiyuma,b205d4f2ff44bc89,Record: 12-5-0,5.1,105,,,1978,2.59,48,2.45,71,2.05,100,66,0.0
Daisuke Sugie,8215e4fe24e8e81b,Record: 10-8-1,5.6,160,,Orthodox,,0.0,0,0.22,80,3.27,50,0,3.3
George Sullivan,6c7e25571490aa3b,Record: 17-6-0 (1 NC),6.0,170,73,Orthodox,1981,3.6,39,2.46,57,1.39,20,40,0.7
Takashi Sugiura,06c60fc2c8dcd7bd,Record: 1-3-0,5.11,225,,Southpaw,1970,1.37,40,2.08,53,1.33,66,0,0.0
Tatiana Suarez,b08012bbe542592a,Record: 6-0-0,5.5,115,67,,1990,4.65,69,0.75,48,5.61,87,0,0.8
Genki Sudo,99dd0147dc4ef80c,Record: 15-4-2,5.9,155,,Orthodox,1978,1.55,39,2.23,33,3.58,60,50,4.2
Masanori Suda,3a7513372f79c8c8,Record: 22-11-3,5.9,183,,Orthodox,,1.8,50,1.2,63,0.0,0,60,0.0
Mike Stumpf,c0c36a5b3d5bbdd5,Record: 11-4-0,5.1,170,71,,1986,3.34,43,8.85,47,1.59,25,33,0.8
Kyle Sturgeon,d30415ec5e8783cd,Record: 0-1-0,6.3,225,,Switch,,0.0,0,0.0,0,0.0,0,0,0.0
Josh Stuart,601cf40c09090853,Record: 1-4-0,5.9,160,,,,0.0,0,0.0,0,0.0,0,0,0.0
Sean Strickland,0d8011111be000b2,Record: 19-1-1,6.1,170,76,Orthodox,1991,4.08,35,3.43,65,1.51,57,81,0.6
Daniel Straus,15347cd4cdf01b03,Record: 24-7-0 (1 NC),5.7,145,71,,1984,4.76,43,2.99,57,0.84,15,81,1.1
Stefan Struve,ebc1f40e00e0c481,Record: 32-10-0,6.11,265,84,Orthodox,1988,3.25,46,4.03,48,0.6,50,59,2.0
Dave Strasser,980b4e712489098e,Record: 25-8-4,5.1,170,,Orthodox,1969,3.04,45,1.88,59,0.72,33,33,0.0
Hans Stringer,523f6ad11dbe9b53,Record: 22-7-3,6.3,205,73,Orthodox,1987,3.16,61,2.84,41,2.4,36,62,0.0
Tim Stout,e1a4568fec1fc24f,Record: 12-10-0,5.11,185,,,1979,0.0,0,0.0,0,0.0,0,0,0.0
Gennaro Strangis,495add4fbede0a44,Record: 0-1-0,,,,,,0.0,0,0.0,0,0.0,0,0,0.0
Curtis Stout,e09dbbd5fe3f0fe2,Record: 11-12-1,6.1,185,,Southpaw,1973,0.69,67,3.2,29,0.0,0,20,0.0
Rick Story,5b5307450405abf0,Record: 19-9-0,5.9,170,71,Southpaw,1984,3.8,41,2.17,62,2.53,48,63,0.9
Sam Stout,501b07aec9b8fc2d,Record: 21-12-1,5.9,155,70,Orthodox,1984,4.17,28,4.08,57,0.63,38,77,0.1
Ryan Stonitsch,8d477c3fbe001f9d,Record: 8-1-0,5.9,170,,Southpaw,1977,2.53,36,2.53,71,0.0,0,0,0.0
Denis Stojnic,a421465acbe59c77,Record: 9-3-0 (1 NC),6.0,245,,Orthodox,1980,1.51,23,6.06,36,0.0,0,80,1.0
George Stork,61dd409cb40d1a55,Record: 6-4-0,5.1,185,,,,0.0,0,0.0,0,0.0,0,0,0.0
Greg Stott,91181b29be041f1c,Record: 0-1-0,5.7,220,,Southpaw,,0.0,0,0.0,0,0.0,0,0,0.0
Dan Stittgen,cc3147b49c7d7d92,Record: 7-3-0,6.1,170,,Orthodox,1980,2.97,46,4.42,37,0.78,100,100,0.0
Kyle Stewart,bb61823f76361297,Record: 7-0-0,6.0,170,76,Orthodox,1989,2.24,48,1.31,56,0.0,0,0,0.0
Lazar Stojadinovic,4d25497994da569c,Record: 12-5-0,5.7,145,68,Southpaw,1989,1.82,29,1.97,59,0.0,0,0,0.0
Tyler Stinson,2cf520143e76cd2e,Record: 22-8-0,6.3,170,,,1986,2.8,23,4.6,56,0.5,100,0,0.5
Luke Stewart,27b1a406ac171b19,Record: 6-3-0,5.11,170,,Orthodox,,3.75,56,2.34,53,3.75,33,50,1.9
Maia Stevenson,2fee10d5cf86bfca,Record: 6-5-0,5.4,115,62,Orthodox,1982,1.57,54,3.13,33,3.91,100,50,0.0
Aljamain Sterling,cb696ebfb6598724,Record: 14-3-0,5.7,135,71,Orthodox,1989,3.63,48,1.38,68,2.15,41,52,0.9
Marc Stevens,310c4d4b2b32796b,Record: 14-6-0,5.9,155,,,,0.45,26,1.79,46,0.0,0,0,0.0
Jeremy Stephens,18968f97ad34f15c,Record: 28-14-0,5.8,145,71,Orthodox,1986,3.08,40,2.71,60,1.17,36,64,0.4
Ray Steinbeiss,6000b5ae6c462142,Record: 14-7-0,5.11,170,,Orthodox,1979,0.0,0,0.0,100,0.0,0,0,0.0
Dmitri Stepanov,738acab0c6934dd8,Record: 0-1-0,6.3,217,,Orthodox,,0.0,0,0.0,0,0.0,0,0,0.0
Eric Steenberg,377bc9dc0b2745f9,Record: 5-1-0,,155,,,1983,0.0,0,0.0,0,0.0,0,0,0.0
Adam Steele,16044bd8762cf794,Record: 0-1-0,,170,,,,0.0,0,0.0,0,0.0,0,0,0.0
Steve Steinbeiss,0b5b6876c2a4723f,Record: 7-4-0,6.3,185,75,Orthodox,1981,3.92,55,1.86,49,0.44,50,58,0.0
Dominique Steele,68c11c27d4d56572,Record: 14-9-0,5.1,170,74,Orthodox,1988,2.32,49,2.42,50,2.95,42,76,0.0
Damian Stasiak,42a7e90605df3c8a,Record: 10-5-0,5.5,135,70,Orthodox,1990,1.92,34,3.35,51,2.55,34,46,0.8
Kalib Starnes,c8136ab8aa32c974,Record: 12-7-1,6.3,185,74,Orthodox,1975,2.71,48,4.43,53,1.46,33,25,0.6
Dion Staring,289a57039d742bfe,Record: 24-8-0,6.1,235,,Orthodox,1978,1.09,37,5.0,47,0.0,0,33,0.0
Clifford Starks,5abf827d62f98fee,Record: 8-2-0,6.0,185,77,Orthodox,1981,1.94,33,2.49,58,1.94,100,60,0.0
Josh Stansbury,30ea504870f8597b,Record: 8-5-0,6.2,205,74,,1984,3.22,54,3.54,54,0.0,0,87,1.0
Brian Stann,579fcdfcabd23a7b,Record: 12-6-0,6.1,205,74,Orthodox,1980,3.28,42,2.65,59,0.12,12,60,0.3
Cristina Stanciu,175852708cb55776,Record: 5-2-0,5.3,115,64,Orthodox,1994,2.5,50,3.07,52,0.85,100,40,1.7
Cody Stamann,bf7ad5628363eec9,Record: 17-1-0,5.6,135,64,Orthodox,1989,5.67,51,3.38,63,4.0,66,92,0.0
Ron Stallings,6dd758d34da8d254,Record: 13-8-0 (1 NC),6.2,170,75,Southpaw,1983,3.22,60,3.26,51,0.0,0,71,0.0
Andreas Stahl,69a400af4420cd6a,Record: 9-2-0,5.11,170,73,Orthodox,1988,2.83,37,4.74,57,1.55,66,80,0.0
Pete Spratt,c3ea8deeba00462b,Record: 23-21-0,5.9,170,,Orthodox,1971,1.63,48,1.33,55,0.3,100,46,0.3
Bobby Stack,6436029b50a9c255,Record: 8-2-0,5.9,155,,Orthodox,,1.0,20,2.89,34,7.48,45,100,0.0
Daniel Spohn,87f3bbf52e6c9dc9,Record: 15-6-0,6.4,205,79,Southpaw,1984,2.42,49,1.6,53,0.0,0,28,2.5
Waachiim Spiritwolf,71caa995674203aa,Record: 9-8-1 (1 NC),5.8,170,,,,10.0,100,10.0,0,0.0,0,0,0.0
Georges St-Pierre,6506c1d34da9c013,Record: 26-2-0,5.11,185,76,Orthodox,1981,3.78,53,1.4,72,4.16,74,83,1.1
Nick Sperling,7d68f3bec89e08ec,Record: 3-4-0,,135,,,,1.4,25,1.4,66,0.0,0,0,0.0
Eric Spicely,b9664eae2ac75262,Record: 10-4-0,6.1,185,73,Orthodox,1986,1.96,61,2.45,55,2.5,25,0,1.9
Sean Spencer,ab850a77a0fa487d,Record: 12-6-0,5.1,170,75,,1987,4.24,32,4.02,60,0.14,33,68,0.0
